"id","partno","sectionno","ledgerno","codenk","itemname","mua","ved","fns","accountingunit","scaledto","inlieupartno","pageno","pagenoold","eqptcode","location","msnumber","mspageno","mslocation","msitemsrlno","unitprice","duesin","dateofmmf","mmf","leadtime","fwp","dateentered","dataentryclk","dateupdated","procurecostmax","procurecostmin","procuretimeaverage","abc","stock","disable","inlieupartno1","inlieupartno2","auth","module"
"34183","5310 240527                               ","50","1",,"HEX NUT M10 IS:1367(PART-6) CL6","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34184","5310 240535                               ","50","1",,"HEX NUT M10 IS:1364 (PART-III) 8-1983","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34185","5310 240544                               ","50","1",,"HEX THIN NUT M27X2","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","3",,,,,
"34186","5310-72-0222165                           ","50","1",,"WASHER SPLIT (107 214 015 080)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34187","5310-72-0222291                           ","50","1",,"WASHER  FLAT (109 419 006 040)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34188","5310 247083                               ","50","1",,"SLOTTED NUT M20X1.5","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34189","5310-72-0227269                           ","50","1",,"WASHER FLAT (130 051 120 064)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34190","5315 009539                               ","50","1",,"SPLIT PIN 2X20 IS : 549-74","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34191","5315 009548                               ","50","1",,"SPLIT PIN-5X50 IS: 549-74","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34192","5315 009590                               ","50","1",,"SPLIT PIN 6.3X40 IS : 549-74","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","4",,,,,
"34193","5315 009906                               ","50","1",,"GLIDE BLOCK PIN","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34194","5315 049436                               ","50","1",,"PIN","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"0","0",,,,,
"34195","5315 050089                               ","50","1",,"CLEVIS PIN-10X28X24","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34196","107-565-008-016                           ",,,,"PIN 8X16  IS : 2393-80","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34197","5315 050095                               ","50","1",,"PIN 8X20 IS : 2393-80","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34198","5315 051362                               ","50","1",,"ARRESTMENT PIN","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34199","5315 051363                               ","50","1",,"SATELLITE PIN","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34200","5325-009139","50","46",,"THREADED INSERT ","false","2","2","9","6",,"240",,"692","B19   E3","3921",,"0",,"0.0",,"2019-01-11 00:00:00",,,,"2016-01-09 10:07:14","173","2019-01-11 00:00:00","0.0","0.0",,"2","1","1",,,"1.0","0"
"34201","5330-72-0170804                           ","50","1",,"PAPER GASKET (130 054 011 714)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34202","5330-72-0319294                           ","50","1",,"RETAINER SEAL (101 525 006 203)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34203","5330 386693                               ","50","1",,"GASKET","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","13",,,,,
"34204","5330 390430                               ","50","1",,"GASKET 0.2 MM","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34205","133-335-684-604                           ","50","1",,"SEAL RING METAL (133 335 684 604)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34206","5310-72-0238074                           ","50","1",,"WASHER CONCAVE (130 051 500 344)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34207","2510-72-0305803                           ","50","1",,"ROD DOOR CHECK VEHICULAR","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34208","5340-178993","50","81",,"CLOSURE HOOK RH","false","2","2","9","6",,"------",,"692","B19   D1","3921",,"0",,"0.0",,"2019-02-07 00:00:00",,,,"2016-01-09 10:36:18","173","2019-02-07 00:00:00","0.0","0.0",,"2","1","1",,,"1.0","0"
"34209","5340-72-0239215                           ","50","1",,"HOOK  SUPPORT (130 948 660 184)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34210","5340-72-0270478                           ","50","1",,"PLUNGER QUICK RELEASE (130 053 460 074)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34211","5340 179647                               ","50","1",,"LOCK","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","2",,,,,
"34212","5365 010567                               ","50","1",,"CIRCLIP 15X1N IS:3075 (PART-I) 1986","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","3",,,,,
"34213","5365 010585                               ","50","1",,"CIRCLIP 24X1.2N  IS: 3075-(PART-II)-1986","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34214","5365 010588                               ","50","1",,"CIRCLIP 34X1.5N IS:3075(PART-II)1986","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34215","5365 010594                               ","50","1",,"CIRCLIP 45X1.75N IS : 3075(PART-II) 1986","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34216","5365 010595                               ","50","1",,"CIRCLIP 47X1.75N","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34217","5365-010612","50","81",,"LOCK RING 62 IS :3075","false","2","2","9","6",,"-----",,"692","B19   D1","3921",,"0",,"0.0",,"2019-02-07 00:00:00",,,,"2016-01-09 10:53:31","173","2019-02-07 00:00:00","0.0","0.0",,"2","1","1",,,"1.0","0"
"34218","5365-72-0273262                           ","50","1",,"SHIM (130 013 830 024)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34219","5365 183757                               ","50","1",,"BUSH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34220","101-111-014-534                           ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34221","8125-72-0398609                           ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34222","8125-72-0398625                           ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34223","8125 000298                               ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34224","8125-72-0398640                           ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34225","8125-72-0398642                           ","50","1",,"DECK COVERING SEALING COATING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34226","8125-000316","50","121",,"sealing ring 115X105","false","2","2","9","6",,"288",,"692",,"3921",,"0",,"0.0",,"2018-09-01 00:00:00",,,,"2016-01-09 11:31:51","173","2018-09-01 00:00:00","0.0","0.0",,"2","1","1",,,"1.0","0"
"34227","2590-024208                               ","46","109",,"ACCELERATOR CABLE","false","0","3","9","2","592113","135",,"14","          /          /          ","0",,"0","0","0.0",,"2025-06-24 00:00:00",,,"0","2022-12-08 00:00:00","1001","2025-06-24 00:00:00","0.0","0.0",,"0","51",,,,"1.0","0"
"34228","2805-002871                               ","46","109",,"VALVE INLET (NEW MODEL)","false","0","3","9","2","570163","148",,"14","          /B1D1      /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"0","0",,,,"1.0","0"
"34230","2910-008386","46","110",,"FLOAT ASSY","false","2","2","9","2","141970","3",,"14","BIN-1    E3","3921",,"0",,"0.0",,"2020-10-07 00:00:00",,,,"2016-01-09 11:41:00","174","2020-10-07 00:00:00","0.0","0.0",,"2","3","1","500843",,"1.0","0"
"34231","3040-023930","46","110",,"KICK START CRANK ASSY","false","2","2","9","2","570807","36",,"14","BIN-2    F1","3921",,"0",,"0.0",,"2021-12-07 00:00:00","0",,,"2016-01-09 11:43:10","174","2021-12-07 12:10:50","0.0","0.0",,"3","0","1",,,"1.0","0"
"34232","3110-109888","46","110",,"BEARING NRA","false","2","3","9","2","570037","47",,"14","BIN-1     G2","3921",,"0",,"0.0",,"2020-04-01 00:00:00","0",,,"2016-01-09 11:45:25","174","2020-04-01 00:00:00","156.35","156.35",,"3","1","1",,,"1.0","0"
"34233","3110-109897","46","110",,"NEEDLE ROLLER BEARING ","false","2","2","9","2","570441","48",,"14","BIN-1     G2","3921",,"0",,"0.0",,"2020-04-01 00:00:00",,,,"2016-01-09 11:47:48","174","2020-04-01 00:00:00","0.0","0.0",,"2","2","1",,,"1.0","0"
"34234","3110-109899 (570442)                      ","46","1",,"BALL BEARING 6001","false","0","3","9","1001",,,,"10001","          /B1G2      /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","2",,,,,
"34235","5330-395630","46","109",,"OIL SEAL ","false","2","2","9","6",,"-----",,"14",,"3921",,"0",,"0.0",,"2019-02-12 00:00:00",,,,"2016-01-09 11:53:00","173","2019-02-12 00:00:00","0.0","0.0",,"2","0","1",,,"1.0","0"
"34236","5330-395640                               ","46","110",,"MLS GASKET (CYLINDER HEAD TO CYLINDER BARREL)","false","0","3","9","2",,"98",,"14","          /B2F2      /          ","0",,"0","0","0.0",,"2023-08-08 00:00:00",,,"0","2022-03-30 00:00:00","1001","2023-08-08 00:00:00","0.0","0.0",,"3","13",,,,"1.0","0"
"34237","6220-004598(592505)                       ","46","1",,"TRAFFICATOR ASSY RH REAR","false","0","3","9","1001",,,,"10001","          /B2E3      /          ","0",,,"0","0.0",,"2025-06-18 00:00:00",,,"0","2022-03-30 00:00:00","1001","2025-06-18 00:00:00","0.0","0.0",,"3","11",,,,,
"34238","6220-004597                               ","46","110",,"3TRAFFICATOR ASSY LH REAR","false","0","3","9","2","592506","133",,"14","          /B2E3&D2   /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"0","0",,,,"1.0","0"
"34239","592798                                    ","46","109",,"R/R UNIT - 1 PHASE","false","0","3","9","2",,"88",,"14","          /B2G3      /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","0",,,,"1.0","0"
"34240","6220-004585","46","110",,"TAIL LAMP  WITH BULB ","false","2","3","9","2","145002","130",,"14","BIN-2   E3 & BACK","3921",,"0",,"0.0",,"2021-02-04 00:00:00",,,,"2016-01-09 12:05:31","174","2021-03-10 00:00:00","0.0","0.0",,"2","0","1",,,"1.0","0"
"34241","6630-001423","46","109",,"ELEMENT OIL FILTER","false","2","2","9","6",,"-----",,"128",,"3921",,"0",,"0.0",,"2019-02-12 00:00:00",,,,"2016-01-09 12:14:14","173","2019-02-12 00:00:00","0.0","0.0",,"2","0","1",,,"1.0","0"
"34242","2520-72-0000522                           ","94","112",,"MASTER CYL POWER UNIT/CLUTCH MASTER CYL","false","2","3","9","2","F-78735530","08",,"128","          /          /          ","0",,"0","0","0.0","14","1900-01-01 00:00:00","3",,"0","2022-09-21 00:00:00","1001","2022-09-21 00:00:00","2050.0","1950.0","6","3","1",,,,"1.0","0"
"34244","2530-018172                               ","48","112",,"BRAKE LINING KIT","false","0","3","9","2",,"16",,"128","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","0",,,,"1.0","0"
"34245","3010-004125/P-1308530                     ","94","1",,"CLUTCH MAGNETIC NON-VEHICULAR/OVER","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34246","6620-001532                               ","94","112",,"GAUGE PRESSURE DIAL INDICATING OIL","false","0","3","9","2","F-8033700","119",,"128","          /          /          ","0","4","0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","3",,,,"1.0","0"
"34248","GOST 8338-75(OH 3454)                     ","28","1",,"BRG BALL JNL SINGLE ROW 25MMX62MMX17MM","false","0","3","9","1001",,,,"10001","          /B1B1      /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","2",,,,,
"34249","2805-000498                               ","46","1",,"KICK STARTER PAUL PLUNGER","false","0","3","9","1001",,,,"10001","          /B1C2      /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34250","6350-001151                               ","68","9",,"BUZZER PIEZO ELECTRICAL TYPE PZ2/T","false","0","3","9","7","MISC-4504-103-502-81","17",,"34","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34251","ND-2910-002346                            ","69","1",,"STRAINER EEMENT SEDIMENT (LUB OIL)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34252","ND-IXC-KR-34-026-03-0                     ","69","1",,"BOLT CONNECTING ROD 1.5X57 LENGTH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34253","ND-IXC-KR-34-027-04-0                     ","69","1",,"SEAL OIL","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34254","IXC-KR-623827                             ","69","67",,"(DELETED) LEAK OFF PIPE  FILTER TO TANK","false","0","3","9","7",,"08",,"30","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34255","IXC-KR-34-088-02-0                        ","69","67",,"JOINT ROCKER","false","0","3","9","7",,"07",,"30","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34257","ND-IXC-KR-40-003-02-0                     ","69","1",,"HOSE FOR WATER OUTLET MANIFOLD","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34258","452-330-072-803                           ","50","1",,"SEALING RING 20X26","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34259","ND-IXC-KR-42-004-26-0                     ","69","1",,"TUBE FERRULE FOR PUSH RODS","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","2",,,,,
"34260","ND-IXC-KR-46-072-04-0                     ","69","1",,"COLLET (PIN)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34261","ND-IXC-KR-47-019-01-0                     ","69","1",,"PIPE COOLER","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34262","106-255-140-516                           ","50","1",,"SCREW CAP SOCKET HEAD (106 255 140 516)","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34263","5310 022754                               ","50","1",,"WASHER 13 IS:2016-1967 STEEL","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","4",,,,,
"34264","ND-IXC-KR-49-117-06-0                     ","69","1",,"'O' RING","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34265","ND-IXC-LUC-9030-9                         ","69","1",,"SPRING BRUSH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34266","ND-IXC-LUC-9030-876                       ","69","1",,"PLATE CLUTCH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00",,,,"3","4",,,,,
"34267","ND-IXC-LUC-9030-951                       ","69","1",,"PLATE CLUTCH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34268","ND-IXC-RH-500961                          ","69","1",,"CIRCLIPS SPECIAL INTERNAL","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","40.0","40.0",,"3","1",,,,,
"34269","5999-048386                               ","72","9",,"PANEL ELECTRIC CIRCUIT PCB-DC 3314","false","0","3","9","7",,"9",,"34","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00","0.0","0.0",,"3","2",,,,"1.0","1"
"34270","1100-017-077-28","74","10",,"COMMON CONTROL A2B","false","2","3","9","7",,"04",,"365",,"638",,"0",,"0.0",,"2019-02-23 00:00:00","0",,,"2016-01-09 17:55:50","174","2019-02-23 00:00:00","0.0","0.0",,"2","2","1",,,"1.0","0"
"34271","MISC-1100-016-346-87                      ","74","1",,"FRONT PANEL CONTROL AND DISH-A8FH","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","2",,,,,
"34272","MISC-1710-001-531-69- 9013479             ","74","1",,"(DELETED) CIRCUIT CARD ASSY INTERFACE C21","false","0","3","9","1001",,,,"10001","          /          /          ","0",,,"0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00",,,,"3","1",,,,,
"34273","MISC-2101-504-101-78                      ","74","74",,"WINDOW","false","0","3","9","7",,"73",,"85","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34274","MISC-2101-478-001-02- 809791              ","74","74",,"(DELETED) KNOB","false","0","3","9","7","MISC-2101-478-001-02","26",,"85","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34275","5895-001016                               ","74","71",,"COVER ASSY","false","0","3","9","7","MISC-SXK-1072743","17",,"366","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34276","MISC-4950-122-00805                       ","74","106",,"(DELETED) TRANSFORMER MAINS","false","0","3","9","7","MISC-4950-122-008-05","24",,"351","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","2022-03-30 00:00:00","1001","2022-03-30 00:00:00","0.0","0.0",,"3","2",,,,"1.0","0"
"34277","5995-001018                               ","74","106",,"CABLE ASSEMBLY SPECIAL PURPOSE ELECTRICA","false","0","3","9","7","Misc-1100-001-873-50","29",,"56","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34278","5995-020755                               ","74","74",,"CABLE ASSY RADIO FREQ 149MM LONG SMB CON","false","0","3","9","7",,"43",,"118","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34279","MISC-1100-017-683-53                      ","74","74",,"(DELETED) CABLE PSH/PA ASSY","false","0","3","9","7","MISC-1100-017-683-53","44",,"118","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34280","5995-020757                               ","74","74",,"CABLE ASSY SPL PURPOSE ELECT 53MM LONG T","false","0","3","9","7","MISC-1100-017-682-56","45",,"118","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34281","5995-020758                               ","74","74",,"CABLE ASSY RADIO FRQ CO-AXIAL 125MM LONG","false","0","3","9","7","MISC-1100-017-611-75","46",,"118","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
"34282","5995-020759                               ","74","74",,"CABLE ASSY  RADIO FRQ CO-AXIAL  90MM LON","false","0","3","9","7","MISC-1100-017-612-72","47",,"118","          /          /          ","0",,"0","0","0.0","0","1900-01-01 00:00:00","3",,"0","1900-01-01 00:00:00","1001","1900-01-01 00:00:00","0.0","0.0",,"3","1",,,,"1.0","0"
