"id","refjobno","tcode","fault","workdone","repairdate","timetakenh","timetakenm","nooftrademen","entryclk","critical","scheduled"
,"279",,"143",,,,,,,"1",
,"280",,"850",,,,,,,"1",
,"280",,"1400",,,,,,,"0",
,"280",,"1514",,,,,,,"1",
,"280",,"499",,,,,,,"0",
,"281",,"1700",,,,,,,"0",
,"281",,"374",,,,,,,"1",
,"282",,"1192",,,,,,,"1",
,"282",,"426",,,,,,,"0",
,"282",,"1387",,,,,,,"1",
,"282",,"394",,,,,,,"1",
,"283",,"1504",,,,,,,"0",
,"283",,"638",,,,,,,"0",
,"283",,"81",,,,,,,"0",
,"283",,"1184",,,,,,,"0",
,"284",,"1331",,,,,,,"1",
,"284",,"795",,,,,,,"0",
,"285",,"1621",,,,,,,"0",
,"285",,"1599",,,,,,,"1",
,"285",,"796",,,,,,,"1",
,"286",,"1409",,,,,,,"0",
,"286",,"927",,,,,,,"0",
,"287",,"1321",,,,,,,"1",
,"287",,"1030",,,,,,,"0",
,"287",,"109",,,,,,,"0",
,"288",,"1642",,,,,,,"1",
,"288",,"1125",,,,,,,"1",
,"288",,"853",,,,,,,"0",
,"288",,"1548",,,,,,,"1",
,"288",,"1701",,,,,,,"0",
,"289",,"496",,,,,,,"1",
,"289",,"346",,,,,,,"1",
,"289",,"1641",,,,,,,"1",
,"290",,"142",,,,,,,"0",
,"290",,"198",,,,,,,"0",
,"290",,"1080",,,,,,,"1",
,"290",,"716",,,,,,,"1",
,"290",,"285",,,,,,,"0",
,"291",,"328",,,,,,,"0",
,"292",,"850",,,,,,,"0",
,"292",,"1511",,,,,,,"1",
,"293",,"1648",,,,,,,"0",
,"293",,"1143",,,,,,,"1",
,"293",,"821",,,,,,,"0",
,"293",,"1467",,,,,,,"1",
,"294",,"421",,,,,,,"1",
,"295",,"191",,,,,,,"1",
,"295",,"890",,,,,,,"1",
,"295",,"589",,,,,,,"1",
,"296",,"1521",,,,,,,"1",
,"297",,"96",,,,,,,"0",
,"298",,"1650",,,,,,,"1",
,"298",,"1348",,,,,,,"1",
,"298",,"987",,,,,,,"1",
,"298",,"682",,,,,,,"0",
,"299",,"217",,,,,,,"0",
,"299",,"1578",,,,,,,"0",
,"300",,"1255",,,,,,,"1",
,"300",,"1520",,,,,,,"0",
,"301",,"998",,,,,,,"0",
,"301",,"22",,,,,,,"0",
,"301",,"179",,,,,,,"1",
,"302",,"820",,,,,,,"0",
,"302",,"949",,,,,,,"1",
,"302",,"1063",,,,,,,"0",
,"302",,"1701",,,,,,,"1",
,"302",,"225",,,,,,,"0",
,"303",,"700",,,,,,,"1",
,"303",,"149",,,,,,,"1",
,"303",,"964",,,,,,,"1",
,"303",,"79",,,,,,,"0",
,"303",,"765",,,,,,,"0",
,"304",,"527",,,,,,,"1",
,"304",,"1270",,,,,,,"0",
,"305",,"1406",,,,,,,"1",
,"306",,"790",,,,,,,"1",
,"307",,"186",,,,,,,"0",
,"307",,"1607",,,,,,,"1",
,"307",,"329",,,,,,,"1",
,"307",,"1603",,,,,,,"0",
,"307",,"1137",,,,,,,"0",
,"308",,"542",,,,,,,"0",
,"308",,"723",,,,,,,"1",
,"308",,"1062",,,,,,,"1",
,"309",,"790",,,,,,,"1",
,"310",,"157",,,,,,,"0",
,"310",,"132",,,,,,,"0",
,"310",,"17",,,,,,,"0",
,"310",,"248",,,,,,,"0",
,"311",,"154",,,,,,,"1",
,"311",,"828",,,,,,,"0",
,"311",,"606",,,,,,,"1",
,"312",,"1053",,,,,,,"0",
,"312",,"883",,,,,,,"1",
,"312",,"392",,,,,,,"0",
,"313",,"1602",,,,,,,"1",
,"313",,"1681",,,,,,,"1",
,"313",,"923",,,,,,,"1",
,"313",,"214",,,,,,,"0",
,"313",,"1124",,,,,,,"0",
,"314",,"1072",,,,,,,"0",
,"314",,"1644",,,,,,,"1",
,"314",,"27",,,,,,,"0",
,"314",,"123",,,,,,,"1",
,"315",,"47",,,,,,,"1",
,"315",,"435",,,,,,,"1",
,"315",,"63",,,,,,,"0",
,"315",,"19",,,,,,,"0",
,"315",,"578",,,,,,,"0",
,"316",,"1219",,,,,,,"0",
,"316",,"1079",,,,,,,"1",
,"317",,"1502",,,,,,,"0",
,"317",,"1532",,,,,,,"1",
,"317",,"384",,,,,,,"1",
,"317",,"1318",,,,,,,"1",
,"318",,"325",,,,,,,"0",
,"319",,"590",,,,,,,"1",
,"319",,"512",,,,,,,"0",
,"319",,"518",,,,,,,"1",
,"319",,"1613",,,,,,,"1",
,"320",,"1261",,,,,,,"0",
,"321",,"877",,,,,,,"0",
,"321",,"1137",,,,,,,"1",
,"322",,"1318",,,,,,,"1",
,"322",,"1602",,,,,,,"0",
,"322",,"105",,,,,,,"0",
,"322",,"866",,,,,,,"0",
,"323",,"949",,,,,,,"1",
,"323",,"726",,,,,,,"0",
,"323",,"376",,,,,,,"0",
,"324",,"754",,,,,,,"1",
,"324",,"1649",,,,,,,"1",
,"324",,"306",,,,,,,"1",
,"325",,"541",,,,,,,"0",
,"325",,"1320",,,,,,,"0",
,"325",,"1458",,,,,,,"0",
,"325",,"948",,,,,,,"1",
,"325",,"776",,,,,,,"0",
,"326",,"558",,,,,,,"0",
,"326",,"5",,,,,,,"1",
,"327",,"132",,,,,,,"0",
,"328",,"1390",,,,,,,"0",
,"328",,"1286",,,,,,,"1",
,"328",,"1218",,,,,,,"0",
,"328",,"179",,,,,,,"0",
,"329",,"571",,,,,,,"0",
,"329",,"133",,,,,,,"1",
,"329",,"933",,,,,,,"1",
,"329",,"762",,,,,,,"1",
,"329",,"493",,,,,,,"1",
,"330",,"228",,,,,,,"1",
,"330",,"1422",,,,,,,"0",
,"330",,"1357",,,,,,,"0",
,"331",,"91",,,,,,,"1",
,"331",,"1674",,,,,,,"0",
,"331",,"727",,,,,,,"1",
,"331",,"1365",,,,,,,"0",
,"331",,"1369",,,,,,,"1",
,"332",,"893",,,,,,,"1",
,"332",,"1556",,,,,,,"1",
,"332",,"1084",,,,,,,"0",
,"333",,"305",,,,,,,"0",
,"334",,"1511",,,,,,,"0",
,"335",,"1338",,,,,,,"0",
,"335",,"39",,,,,,,"0",
,"335",,"797",,,,,,,"1",
,"335",,"84",,,,,,,"1",
,"336",,"67",,,,,,,"0",
,"336",,"1120",,,,,,,"0",
,"336",,"816",,,,,,,"1",
,"337",,"536",,,,,,,"1",
,"338",,"449",,,,,,,"1",
,"338",,"570",,,,,,,"0",
,"338",,"440",,,,,,,"1",
,"339",,"1116",,,,,,,"1",
,"339",,"1215",,,,,,,"0",
,"339",,"935",,,,,,,"1",
,"339",,"1052",,,,,,,"1",
,"340",,"495",,,,,,,"1",
,"341",,"1674",,,,,,,"0",
,"341",,"767",,,,,,,"1",
,"342",,"1424",,,,,,,"0",
,"343",,"852",,,,,,,"1",
,"343",,"362",,,,,,,"1",
,"343",,"1056",,,,,,,"1",
,"344",,"1603",,,,,,,"0",
,"344",,"1283",,,,,,,"0",
,"344",,"116",,,,,,,"1",
,"344",,"239",,,,,,,"0",
,"344",,"1316",,,,,,,"0",
,"345",,"1090",,,,,,,"1",
,"345",,"320",,,,,,,"0",
,"345",,"916",,,,,,,"1",
,"345",,"1021",,,,,,,"0",
,"346",,"822",,,,,,,"0",
,"346",,"1647",,,,,,,"1",
,"346",,"1293",,,,,,,"1",
,"346",,"351",,,,,,,"1",
,"346",,"724",,,,,,,"0",
,"347",,"569",,,,,,,"0",
,"347",,"773",,,,,,,"0",
,"347",,"1416",,,,,,,"1",
,"347",,"1077",,,,,,,"0",
,"347",,"1347",,,,,,,"1",
,"348",,"52",,,,,,,"0",
,"348",,"910",,,,,,,"0",
,"348",,"877",,,,,,,"1",
,"349",,"930",,,,,,,"1",
,"349",,"1356",,,,,,,"1",
,"350",,"58",,,,,,,"0",
,"350",,"1617",,,,,,,"0",
,"350",,"1222",,,,,,,"0",
,"350",,"1527",,,,,,,"0",
,"350",,"996",,,,,,,"1",
,"351",,"1522",,,,,,,"0",
,"351",,"1393",,,,,,,"1",
,"351",,"1586",,,,,,,"1",
,"351",,"1434",,,,,,,"1",
,"351",,"49",,,,,,,"1",
,"352",,"160",,,,,,,"1",
,"352",,"1449",,,,,,,"1",
,"352",,"330",,,,,,,"0",
,"353",,"1003",,,,,,,"0",
,"353",,"1175",,,,,,,"0",
,"353",,"840",,,,,,,"1",
,"353",,"279",,,,,,,"0",
,"353",,"1687",,,,,,,"0",
,"354",,"955",,,,,,,"1",
,"354",,"1286",,,,,,,"1",
,"354",,"1403",,,,,,,"1",
,"354",,"413",,,,,,,"0",
,"354",,"1232",,,,,,,"0",
,"355",,"66",,,,,,,"0",
,"355",,"382",,,,,,,"1",
,"355",,"1049",,,,,,,"0",
,"355",,"318",,,,,,,"0",
,"355",,"1590",,,,,,,"0",
,"356",,"1486",,,,,,,"0",
,"356",,"1039",,,,,,,"0",
,"357",,"182",,,,,,,"0",
,"357",,"125",,,,,,,"0",
,"357",,"1045",,,,,,,"0",
,"358",,"1098",,,,,,,"1",
,"358",,"785",,,,,,,"1",
,"358",,"583",,,,,,,"0",
,"358",,"756",,,,,,,"0",
,"358",,"1645",,,,,,,"0",
,"359",,"375",,,,,,,"1",
,"20",,"1547",,,,,,,"0",
,"20",,"1262",,,,,,,"0",
,"20",,"854",,,,,,,"1",
,"21",,"388",,,,,,,"1",
,"21",,"1601",,,,,,,"0",
,"21",,"224",,,,,,,"1",
,"21",,"660",,,,,,,"1",
,"22",,"1192",,,,,,,"1",
,"22",,"137",,,,,,,"0",
,"22",,"574",,,,,,,"0",
,"22",,"61",,,,,,,"0",
,"23",,"128",,,,,,,"1",
,"23",,"989",,,,,,,"1",
,"23",,"831",,,,,,,"1",
,"24",,"1682",,,,,,,"0",
,"24",,"558",,,,,,,"0",
,"25",,"378",,,,,,,"0",
,"25",,"863",,,,,,,"1",
,"25",,"428",,,,,,,"1",
,"25",,"172",,,,,,,"0",
,"26",,"1294",,,,,,,"0",
,"26",,"467",,,,,,,"0",
,"26",,"1539",,,,,,,"0",
,"26",,"958",,,,,,,"1",
,"26",,"1134",,,,,,,"0",
,"27",,"1243",,,,,,,"1",
,"27",,"1025",,,,,,,"1",
,"27",,"849",,,,,,,"0",
,"28",,"744",,,,,,,"0",
,"28",,"789",,,,,,,"1",
,"29",,"758",,,,,,,"1",
,"29",,"234",,,,,,,"0",
,"30",,"311",,,,,,,"0",
,"30",,"694",,,,,,,"0",
,"30",,"763",,,,,,,"1",
,"30",,"875",,,,,,,"0",
,"31",,"706",,,,,,,"0",
,"31",,"162",,,,,,,"0",
,"32",,"1419",,,,,,,"1",
,"32",,"1210",,,,,,,"0",
,"32",,"1294",,,,,,,"1",
,"32",,"384",,,,,,,"1",
,"33",,"821",,,,,,,"0",
,"33",,"506",,,,,,,"0",
,"33",,"298",,,,,,,"1",
,"33",,"620",,,,,,,"1",
,"33",,"1166",,,,,,,"1",
,"34",,"821",,,,,,,"0",
,"34",,"1472",,,,,,,"0",
,"34",,"3",,,,,,,"0",
,"34",,"1477",,,,,,,"1",
,"34",,"224",,,,,,,"1",
,"35",,"1601",,,,,,,"0",
,"35",,"832",,,,,,,"0",
,"35",,"573",,,,,,,"0",
,"35",,"374",,,,,,,"1",
,"36",,"26",,,,,,,"1",
,"36",,"588",,,,,,,"1",
,"36",,"545",,,,,,,"1",
,"36",,"595",,,,,,,"1",
,"37",,"654",,,,,,,"1",
,"37",,"557",,,,,,,"0",
,"38",,"1525",,,,,,,"1",
,"38",,"1280",,,,,,,"0",
,"38",,"1478",,,,,,,"1",
,"360",,"1064",,,,,,,"1",
,"360",,"638",,,,,,,"1",
,"360",,"1071",,,,,,,"1",
,"360",,"476",,,,,,,"0",
,"361",,"1685",,,,,,,"1",
,"362",,"727",,,,,,,"1",
,"362",,"1207",,,,,,,"1",
,"363",,"995",,,,,,,"1",
,"363",,"439",,,,,,,"0",
,"364",,"209",,,,,,,"0",
,"364",,"760",,,,,,,"1",
,"364",,"1469",,,,,,,"0",
,"364",,"489",,,,,,,"0",
,"365",,"1545",,,,,,,"1",
,"365",,"868",,,,,,,"0",
,"365",,"1235",,,,,,,"1",
,"366",,"138",,,,,,,"1",
,"366",,"738",,,,,,,"1",
,"367",,"499",,,,,,,"0",
,"368",,"1371",,,,,,,"0",
,"368",,"1379",,,,,,,"0",
,"368",,"205",,,,,,,"0",
,"369",,"941",,,,,,,"1",
,"369",,"746",,,,,,,"1",
,"369",,"851",,,,,,,"0",
,"369",,"1470",,,,,,,"1",
,"370",,"706",,,,,,,"0",
,"370",,"826",,,,,,,"1",
,"370",,"707",,,,,,,"1",
,"370",,"1281",,,,,,,"0",
,"370",,"332",,,,,,,"1",
,"371",,"870",,,,,,,"1",
,"371",,"463",,,,,,,"1",
,"372",,"386",,,,,,,"1",
,"372",,"1165",,,,,,,"1",
,"372",,"1673",,,,,,,"1",
,"373",,"1454",,,,,,,"0",
,"374",,"1016",,,,,,,"1",
,"374",,"408",,,,,,,"0",
,"374",,"260",,,,,,,"0",
,"374",,"114",,,,,,,"1",
,"374",,"1075",,,,,,,"0",
,"375",,"1286",,,,,,,"0",
,"375",,"121",,,,,,,"0",
,"375",,"852",,,,,,,"1",
,"376",,"1081",,,,,,,"0",
,"376",,"484",,,,,,,"1",
,"376",,"102",,,,,,,"1",
,"376",,"1687",,,,,,,"0",
,"376",,"428",,,,,,,"0",
,"377",,"104",,,,,,,"0",
,"377",,"1374",,,,,,,"0",
,"377",,"1048",,,,,,,"1",
,"377",,"1078",,,,,,,"1",
,"378",,"1176",,,,,,,"1",
,"379",,"908",,,,,,,"0",
,"379",,"1075",,,,,,,"0",
,"380",,"294",,,,,,,"1",
,"380",,"556",,,,,,,"0",
,"380",,"330",,,,,,,"0",
,"380",,"943",,,,,,,"1",
,"381",,"176",,,,,,,"0",
,"381",,"679",,,,,,,"0",
,"381",,"130",,,,,,,"1",
,"381",,"431",,,,,,,"0",
,"381",,"78",,,,,,,"1",
,"382",,"972",,,,,,,"0",
,"382",,"1702",,,,,,,"0",
,"382",,"1434",,,,,,,"0",
,"382",,"1049",,,,,,,"0",
,"383",,"1580",,,,,,,"0",
,"383",,"210",,,,,,,"1",
,"384",,"1013",,,,,,,"0",
,"384",,"270",,,,,,,"1",
,"385",,"936",,,,,,,"0",
,"385",,"60",,,,,,,"0",
,"385",,"458",,,,,,,"0",
,"386",,"600",,,,,,,"1",
,"387",,"1313",,,,,,,"0",
,"387",,"1420",,,,,,,"0",
,"388",,"28",,,,,,,"0",
,"388",,"1311",,,,,,,"0",
,"388",,"766",,,,,,,"1",
,"389",,"1514",,,,,,,"0",
,"390",,"49",,,,,,,"0",
,"390",,"1533",,,,,,,"1",
,"390",,"1196",,,,,,,"1",
,"390",,"1393",,,,,,,"0",
,"391",,"452",,,,,,,"1",
,"391",,"87",,,,,,,"1",
,"391",,"1680",,,,,,,"1",
,"391",,"1312",,,,,,,"0",
,"392",,"929",,,,,,,"0",
,"1",,"564",,,,,,,"1",
,"1",,"63",,,,,,,"0",
,"1",,"346",,,,,,,"0",
,"1",,"584",,,,,,,"0",
,"1",,"1571",,,,,,,"1",
,"2",,"1568",,,,,,,"0",
,"3",,"446",,,,,,,"0",
,"3",,"359",,,,,,,"1",
,"3",,"1108",,,,,,,"0",
,"3",,"299",,,,,,,"1",
,"4",,"939",,,,,,,"1",
,"4",,"1579",,,,,,,"0",
,"5",,"472",,,,,,,"0",
,"6",,"1343",,,,,,,"1",
,"6",,"27",,,,,,,"1",
,"6",,"374",,,,,,,"0",
,"6",,"1376",,,,,,,"1",
,"7",,"981",,,,,,,"1",
,"7",,"143",,,,,,,"0",
,"7",,"879",,,,,,,"1",
,"8",,"1174",,,,,,,"1",
,"8",,"2",,,,,,,"1",
,"8",,"61",,,,,,,"0",
,"8",,"1369",,,,,,,"0",
,"9",,"1177",,,,,,,"0",
,"9",,"72",,,,,,,"1",
,"9",,"671",,,,,,,"0",
,"10",,"1505",,,,,,,"0",
,"10",,"510",,,,,,,"0",
,"11",,"480",,,,,,,"1",
,"11",,"511",,,,,,,"1",
,"11",,"588",,,,,,,"0",
,"11",,"1515",,,,,,,"0",
,"12",,"331",,,,,,,"0",
,"12",,"1128",,,,,,,"1",
,"12",,"495",,,,,,,"1",
,"12",,"1071",,,,,,,"1",
,"12",,"103",,,,,,,"1",
,"13",,"1342",,,,,,,"1",
,"13",,"813",,,,,,,"1",
,"13",,"154",,,,,,,"0",
,"14",,"682",,,,,,,"1",
,"15",,"1642",,,,,,,"1",
,"15",,"646",,,,,,,"0",
,"15",,"1675",,,,,,,"0",
,"15",,"954",,,,,,,"1",
,"16",,"161",,,,,,,"1",
,"16",,"1484",,,,,,,"1",
,"17",,"26",,,,,,,"0",
,"17",,"475",,,,,,,"0",
,"17",,"1391",,,,,,,"0",
,"17",,"1119",,,,,,,"1",
,"18",,"1343",,,,,,,"0",
,"18",,"1690",,,,,,,"0",
,"18",,"43",,,,,,,"0",
,"18",,"1634",,,,,,,"0",
,"18",,"1240",,,,,,,"0",
,"19",,"1442",,,,,,,"1",
,"19",,"1526",,,,,,,"0",
,"393",,"1050",,,,,,,"1",
,"393",,"1145",,,,,,,"1",
,"393",,"1235",,,,,,,"1",
,"393",,"382",,,,,,,"1",
,"394",,"163",,,,,,,"1",
,"394",,"831",,,,,,,"0",
,"394",,"690",,,,,,,"0",
,"394",,"701",,,,,,,"0",
,"395",,"972",,,,,,,"0",
,"395",,"508",,,,,,,"1",
,"395",,"156",,,,,,,"1",
,"395",,"20",,,,,,,"1",
,"396",,"498",,,,,,,"1",
,"397",,"985",,,,,,,"0",
,"397",,"827",,,,,,,"0",
,"397",,"708",,,,,,,"1",
,"397",,"967",,,,,,,"0",
,"398",,"88",,,,,,,"0",
,"398",,"1283",,,,,,,"0",
,"398",,"391",,,,,,,"0",
,"398",,"805",,,,,,,"0",
,"399",,"624",,,,,,,"0",
,"399",,"1550",,,,,,,"1",
,"400",,"686",,,,,,,"1",
,"401",,"27",,,,,,,"1",
,"401",,"412",,,,,,,"1",
,"401",,"1467",,,,,,,"1",
,"401",,"184",,,,,,,"0",
,"402",,"1564",,,,,,,"1",
,"402",,"599",,,,,,,"1",
,"403",,"1316",,,,,,,"1",
,"403",,"164",,,,,,,"1",
,"403",,"969",,,,,,,"1",
,"403",,"1218",,,,,,,"1",
,"403",,"653",,,,,,,"1",
,"404",,"573",,,,,,,"1",
,"404",,"1434",,,,,,,"1",
,"405",,"588",,,,,,,"0",
,"405",,"549",,,,,,,"1",
,"405",,"755",,,,,,,"0",
,"405",,"1196",,,,,,,"0",
,"406",,"1040",,,,,,,"0",
,"406",,"327",,,,,,,"0",
,"406",,"368",,,,,,,"0",
,"406",,"1226",,,,,,,"0",
,"407",,"914",,,,,,,"1",
,"407",,"1141",,,,,,,"0",
,"408",,"644",,,,,,,"0",
,"408",,"704",,,,,,,"0",
,"408",,"1317",,,,,,,"0",
,"408",,"455",,,,,,,"1",
,"409",,"1191",,,,,,,"0",
,"410",,"1359",,,,,,,"0",
,"410",,"1530",,,,,,,"1",
,"410",,"124",,,,,,,"1",
,"410",,"110",,,,,,,"0",
,"411",,"447",,,,,,,"1",
,"411",,"1142",,,,,,,"0",
,"412",,"57",,,,,,,"1",
,"412",,"271",,,,,,,"1",
,"412",,"1242",,,,,,,"0",
,"412",,"204",,,,,,,"0",
,"412",,"1169",,,,,,,"1",
,"413",,"1199",,,,,,,"0",
,"413",,"487",,,,,,,"0",
,"414",,"730",,,,,,,"1",
,"414",,"563",,,,,,,"0",
,"414",,"848",,,,,,,"0",
,"414",,"1582",,,,,,,"1",
,"414",,"720",,,,,,,"1",
,"415",,"118",,,,,,,"1",
,"415",,"1330",,,,,,,"1",
,"415",,"1261",,,,,,,"1",
,"415",,"933",,,,,,,"0",
,"416",,"1258",,,,,,,"1",
,"416",,"414",,,,,,,"0",
,"417",,"1362",,,,,,,"1",
,"418",,"299",,,,,,,"0",
,"418",,"347",,,,,,,"0",
,"418",,"617",,,,,,,"0",
,"418",,"1160",,,,,,,"1",
,"419",,"1260",,,,,,,"0",
,"419",,"1594",,,,,,,"0",
,"420",,"1446",,,,,,,"1",
,"421",,"313",,,,,,,"0",
,"421",,"793",,,,,,,"0",
,"421",,"867",,,,,,,"1",
,"421",,"853",,,,,,,"1",
,"421",,"1215",,,,,,,"1",
,"422",,"1396",,,,,,,"1",
,"422",,"431",,,,,,,"0",
,"423",,"548",,,,,,,"0",
,"423",,"797",,,,,,,"0",
,"423",,"223",,,,,,,"1",
,"423",,"1588",,,,,,,"0",
,"424",,"326",,,,,,,"0",
,"424",,"385",,,,,,,"0",
,"424",,"798",,,,,,,"1",
,"425",,"357",,,,,,,"0",
,"425",,"409",,,,,,,"1",
,"425",,"1485",,,,,,,"0",
,"426",,"993",,,,,,,"1",
,"426",,"606",,,,,,,"1",
,"426",,"53",,,,,,,"0",
,"426",,"1123",,,,,,,"1",
,"426",,"1456",,,,,,,"0",
,"427",,"874",,,,,,,"1",
,"427",,"18",,,,,,,"1",
,"428",,"459",,,,,,,"0",
,"428",,"1078",,,,,,,"1",
,"428",,"1563",,,,,,,"1",
,"429",,"1156",,,,,,,"1",
,"429",,"914",,,,,,,"1",
,"429",,"926",,,,,,,"1",
,"429",,"1174",,,,,,,"0",
,"429",,"139",,,,,,,"0",
,"430",,"487",,,,,,,"0",
,"430",,"810",,,,,,,"1",
,"430",,"1460",,,,,,,"1",
,"430",,"575",,,,,,,"0",
,"430",,"32",,,,,,,"0",
,"431",,"589",,,,,,,"1",
,"431",,"1310",,,,,,,"1",
,"432",,"1317",,,,,,,"1",
,"432",,"1435",,,,,,,"1",
,"432",,"923",,,,,,,"0",
,"433",,"1052",,,,,,,"0",
,"433",,"728",,,,,,,"0",
,"433",,"425",,,,,,,"0",
,"433",,"1116",,,,,,,"0",
,"434",,"340",,,,,,,"0",
,"434",,"286",,,,,,,"0",
,"434",,"929",,,,,,,"0",
,"434",,"1092",,,,,,,"1",
,"434",,"272",,,,,,,"1",
,"435",,"117",,,,,,,"1",
,"435",,"1649",,,,,,,"1",
,"435",,"637",,,,,,,"0",
,"435",,"47",,,,,,,"0",
,"435",,"646",,,,,,,"1",
,"436",,"1443",,,,,,,"1",
,"436",,"374",,,,,,,"0",
,"436",,"1319",,,,,,,"0",
,"437",,"285",,,,,,,"0",
,"437",,"656",,,,,,,"1",
,"437",,"1546",,,,,,,"0",
,"438",,"1152",,,,,,,"0",
,"438",,"781",,,,,,,"0",
,"438",,"1396",,,,,,,"0",
,"438",,"513",,,,,,,"1",
,"438",,"1306",,,,,,,"1",
,"439",,"1444",,,,,,,"1",
,"439",,"675",,,,,,,"1",
,"439",,"1669",,,,,,,"1",
,"439",,"213",,,,,,,"1",
,"440",,"935",,,,,,,"0",
,"440",,"130",,,,,,,"1",
,"440",,"162",,,,,,,"1",
,"440",,"186",,,,,,,"1",
,"441",,"428",,,,,,,"1",
,"441",,"702",,,,,,,"1",
,"441",,"60",,,,,,,"1",
,"441",,"838",,,,,,,"1",
,"441",,"175",,,,,,,"1",
,"442",,"602",,,,,,,"1",
,"442",,"1541",,,,,,,"1",
,"442",,"618",,,,,,,"0",
,"442",,"1378",,,,,,,"0",
,"443",,"1146",,,,,,,"0",
,"444",,"702",,,,,,,"0",
,"444",,"269",,,,,,,"1",
,"444",,"794",,,,,,,"0",
,"444",,"532",,,,,,,"1",
,"445",,"865",,,,,,,"1",
,"445",,"1408",,,,,,,"0",
,"445",,"1052",,,,,,,"0",
,"446",,"30",,,,,,,"1",
,"446",,"405",,,,,,,"0",
,"447",,"1156",,,,,,,"0",
,"448",,"137",,,,,,,"1",
,"448",,"1031",,,,,,,"1",
,"449",,"1687",,,,,,,"0",
,"449",,"1208",,,,,,,"1",
,"450",,"1090",,,,,,,"1",
,"451",,"1441",,,,,,,"1",
,"451",,"846",,,,,,,"0",
,"451",,"1295",,,,,,,"0",
,"451",,"889",,,,,,,"0",
,"451",,"1032",,,,,,,"0",
,"452",,"985",,,,,,,"0",
,"452",,"1451",,,,,,,"1",
,"452",,"1213",,,,,,,"1",
,"452",,"1236",,,,,,,"1",
,"453",,"1024",,,,,,,"1",
,"453",,"179",,,,,,,"0",
,"454",,"526",,,,,,,"1",
,"455",,"1193",,,,,,,"0",
,"456",,"1253",,,,,,,"0",
,"456",,"418",,,,,,,"1",
,"456",,"13",,,,,,,"1",
,"457",,"1236",,,,,,,"0",
,"457",,"539",,,,,,,"1",
,"457",,"842",,,,,,,"1",
,"458",,"815",,,,,,,"0",
,"458",,"801",,,,,,,"0",
,"458",,"457",,,,,,,"1",
,"459",,"1425",,,,,,,"0",
,"459",,"1645",,,,,,,"1",
,"459",,"1502",,,,,,,"0",
,"460",,"1640",,,,,,,"0",
,"460",,"1685",,,,,,,"0",
,"460",,"534",,,,,,,"0",
,"460",,"130",,,,,,,"1",
,"461",,"1309",,,,,,,"1",
,"461",,"1363",,,,,,,"1",
,"462",,"456",,,,,,,"1",
,"462",,"448",,,,,,,"1",
,"462",,"1068",,,,,,,"0",
,"462",,"1106",,,,,,,"1",
,"462",,"476",,,,,,,"0",
,"463",,"232",,,,,,,"0",
,"463",,"742",,,,,,,"0",
,"463",,"1075",,,,,,,"0",
,"464",,"951",,,,,,,"1",
,"465",,"1085",,,,,,,"0",
,"466",,"573",,,,,,,"0",
,"466",,"1257",,,,,,,"1",
,"466",,"452",,,,,,,"1",
,"466",,"1529",,,,,,,"0",
,"466",,"1100",,,,,,,"0",
,"467",,"359",,,,,,,"0",
,"467",,"1387",,,,,,,"1",
,"467",,"1537",,,,,,,"1",
,"468",,"1497",,,,,,,"1",
,"468",,"950",,,,,,,"0",
,"468",,"1155",,,,,,,"1",
,"468",,"1137",,,,,,,"0",
,"469",,"1289",,,,,,,"1",
,"470",,"778",,,,,,,"0",
,"470",,"604",,,,,,,"1",
,"470",,"309",,,,,,,"0",
,"470",,"242",,,,,,,"1",
,"471",,"33",,,,,,,"0",
,"471",,"903",,,,,,,"1",
,"471",,"31",,,,,,,"0",
,"471",,"1631",,,,,,,"0",
,"472",,"545",,,,,,,"0",
,"472",,"805",,,,,,,"0",
,"473",,"305",,,,,,,"0",
,"474",,"1145",,,,,,,"0",
,"474",,"724",,,,,,,"1",
,"475",,"769",,,,,,,"0",
,"475",,"1698",,,,,,,"1",
,"475",,"1084",,,,,,,"0",
,"476",,"1277",,,,,,,"1",
,"476",,"678",,,,,,,"1",
,"477",,"1056",,,,,,,"0",
,"478",,"644",,,,,,,"1",
,"478",,"1423",,,,,,,"0",
,"478",,"1122",,,,,,,"1",
,"478",,"876",,,,,,,"1",
,"478",,"380",,,,,,,"0",
,"479",,"1181",,,,,,,"1",
,"479",,"523",,,,,,,"1",
,"479",,"1609",,,,,,,"0",
,"479",,"1024",,,,,,,"0",
,"480",,"1452",,,,,,,"1",
,"480",,"1430",,,,,,,"0",
,"480",,"1436",,,,,,,"0",
,"481",,"1626",,,,,,,"0",
,"481",,"1241",,,,,,,"0",
,"481",,"932",,,,,,,"1",
,"481",,"140",,,,,,,"0",
,"481",,"136",,,,,,,"1",
,"482",,"199",,,,,,,"1",
,"482",,"130",,,,,,,"1",
,"482",,"743",,,,,,,"1",
,"482",,"1178",,,,,,,"1",
,"483",,"635",,,,,,,"0",
,"483",,"371",,,,,,,"1",
,"484",,"104",,,,,,,"1",
,"485",,"668",,,,,,,"1",
,"485",,"1376",,,,,,,"0",
,"486",,"599",,,,,,,"1",
,"486",,"277",,,,,,,"1",
,"486",,"1163",,,,,,,"0",
,"486",,"1029",,,,,,,"0",
,"486",,"114",,,,,,,"0",
,"487",,"1466",,,,,,,"1",
,"487",,"1509",,,,,,,"1",
,"487",,"1100",,,,,,,"0",
,"488",,"603",,,,,,,"1",
